Time [s];Velocity [km/h];Longitudinal Acceleration [m/s2];SOC [%];Battery Temperature [degC];Battery Voltage [V];Battery Current [A];Heating Power CAN [kW];Ambient Temperature [degC]
1103.0;37.75;-0.4997;65.32;29.67;346.2;-13.77;0.253;13.51
1104.0;35.21;-0.6911;65.41;29.65;346.94;-20.32;0.0;13.91
1105.0;34.83;-0.1259;65.52;29.59;346.98;27.13;0.02;13.78
1106.0;32.24;-0.6427;65.36;29.4;346.47;-14.92;0.255;13.97
1107.0;31.31;-0.2569;65.4;29.47;345.63;-19.86;0.108;13.82
1108.0;31.39;0.0749;65.4;29.41;345.07;27.69;0.0;14.04
1109.0;30.02;-0.3703;65.26;29.41;346.42;-19.88;0.0;13.89
1110.0;29.4;-0.1414;65.37;29.62;346.49;29.42;0.148;14.01
1111.0;27.39;-0.5446;65.21;29.76;344.97;-14.36;0.072;13.28
1112.0;25.99;-0.3362;65.26;29.18;347.08;-15.02;0.064;13.49
1113.0;25.72;-0.0729;65.38;29.54;344.94;18.82;0.048;13.71
1114.0;25.16;-0.1343;65.31;29.78;345.16;21.02;0.263;14.07
1115.0;24.44;-0.1856;65.25;29.56;347.69;19.48;0.111;14.27
1116.0;24.42;-0.0184;65.29;29.83;346.87;18.43;0.125;13.76
1117.0;22.91;-0.4028;65.24;29.67;345.3;-17.37;0.3;13.65
1118.0;22.77;0.0503;65.24;29.53;346.06;18.44;0.358;13.31
1119.0;21.43;-0.3812;65.28;29.25;345.98;-15.72;0.151;14.02
1120.0;21.81;0.12;65.16;29.66;342.25;14.75;0.044;13.66
1121.0;21.08;-0.1513;65.21;29.74;344.56;21.86;0.074;14.54
1122.0;20.2;-0.1981;65.17;29.26;345.51;25.03;0.285;13.62
1123.0;20.12;-0.0238;65.05;29.48;344.91;9.29;0.0;14.33
1124.0;19.78;-0.1889;65.1;29.62;345.72;8.75;0.386;13.99
1125.0;19.38;-0.0887;65.28;29.37;347.16;9.59;0.334;13.54
1126.0;20.29;0.1631;65.18;29.52;345.21;13.86;0.28;13.86
1127.0;18.87;-0.335;65.03;29.62;344.02;-18.87;0.0;13.99
1128.0;18.51;-0.0939;65.0;29.66;345.62;14.95;0.354;13.74
1129.0;17.14;-0.34;65.11;29.42;345.05;-18.03;0.402;14.01
1130.0;17.63;0.0983;65.23;29.69;345.51;13.86;0.481;14.0
1131.0;17.78;-0.0184;65.08;29.35;345.04;9.13;0.131;13.95
1132.0;17.32;-0.1172;65.19;29.41;348.3;10.48;0.189;13.8
1133.0;18.37;0.2901;65.1;29.52;342.74;12.37;0.358;13.51
1134.0;17.27;-0.3269;65.1;29.6;344.96;-19.98;0.344;13.78
1135.0;17.97;0.1996;64.94;29.54;345.11;7.43;0.255;13.84
1136.0;17.08;-0.1365;65.11;29.51;344.52;6.74;0.141;13.33
1137.0;16.93;-0.0105;65.0;29.46;346.31;14.14;0.033;13.84
1138.0;16.72;-0.016;65.09;29.68;346.38;11.86;0.253;13.78
1139.0;16.65;0.0148;64.94;29.12;345.05;13.26;0.426;13.48
1140.0;17.56;0.313;65.01;29.32;344.92;4.33;0.263;13.72
1141.0;15.03;-0.7104;65.01;29.26;345.12;-15.29;0.123;13.72
1142.0;15.12;-0.0569;64.96;29.55;345.03;12.02;0.024;14.28
1143.0;15.91;0.2098;65.0;29.18;345.13;-1.0;0.28;13.86
1144.0;16.15;0.1015;64.93;29.38;344.86;15.24;0.388;14.06
1145.0;16.48;0.0515;64.89;29.68;345.31;3.36;0.004;13.77
1146.0;16.27;-0.0639;65.06;29.79;346.26;13.83;0.166;13.33
1147.0;15.69;-0.1898;65.01;29.29;343.76;6.35;0.515;13.97
1148.0;16.47;0.2761;64.85;29.54;343.66;14.84;0.212;13.64
1149.0;16.41;0.0152;64.95;29.43;343.02;23.43;0.092;13.72
1150.0;14.8;-0.4221;64.83;29.36;345.92;-20.08;0.15;13.54
1151.0;14.24;-0.131;64.78;29.67;345.09;11.31;0.146;13.82
1152.0;12.87;-0.3822;64.95;29.75;345.74;-13.54;0.012;14.07
1153.0;11.48;-0.3782;64.72;29.75;342.94;-18.95;0.281;14.03
1154.0;11.41;-0.0673;64.92;29.5;347.21;5.01;0.196;14.2
1155.0;10.29;-0.399;64.82;29.56;344.13;-17.94;0.247;14.23
1156.0;9.51;-0.2109;64.81;29.25;345.04;0.38;0.181;13.29
1157.0;9.72;0.0734;64.85;29.36;345.95;7.36;0.015;13.5
1158.0;6.75;-0.7775;64.86;29.46;343.75;-15.72;0.117;13.35
1159.0;6.79;0.0752;64.73;29.53;344.03;6.42;0.049;13.96
1160.0;6.4;-0.0474;64.85;29.6;345.13;-0.56;0.0;13.63
1161.0;6.39;-0.0409;64.79;29.44;348.22;-4.54;0.341;13.68
1162.0;6.0;-0.1246;64.67;29.57;344.91;7.08;0.058;13.75
1163.0;4.81;-0.3091;64.75;29.66;346.64;-17.93;0.188;13.9
1164.0;4.73;0.0771;64.86;29.77;346.39;7.12;0.133;13.43
1165.0;4.43;-0.0235;64.87;29.55;345.41;4.09;0.0;13.49
1166.0;6.07;0.5016;64.79;29.56;343.61;-2.42;0.149;13.8
1167.0;5.36;-0.2142;64.63;29.68;345.73;-0.25;0.199;14.1
1168.0;3.73;-0.4874;64.75;29.89;342.92;-18.89;0.077;13.79
1169.0;3.48;-0.0378;64.77;29.38;346.68;4.41;0.339;13.6
1170.0;2.75;-0.2469;64.75;29.51;344.96;-0.64;0.019;13.26
1171.0;2.06;-0.2029;64.75;30.06;341.53;-2.34;0.202;14.04
1172.0;2.91;0.2317;64.7;29.42;344.21;-3.04;0.251;13.62
1173.0;2.17;-0.141;64.66;29.69;345.31;-3.14;0.115;13.51
1174.0;2.52;0.0842;64.61;29.35;344.14;2.62;0.0;13.37
1175.0;1.43;-0.4002;64.49;29.29;345.05;-18.09;0.0;13.44
1176.0;1.77;0.1133;64.66;29.5;343.52;-4.9;0.138;13.56
1177.0;2.16;0.0805;64.64;30.02;342.93;-5.21;0.335;13.74
1178.0;2.15;-0.0023;64.66;29.45;344.45;-5.18;0.092;13.5
1179.0;2.04;-0.0324;64.5;29.5;344.24;-8.67;0.119;13.85
1180.0;0.87;-0.3354;64.66;29.66;344.11;-15.32;0.369;13.74
1181.0;2.06;0.3618;64.76;29.46;346.21;2.95;0.045;14.36
1182.0;0.96;-0.3672;64.6;29.44;343.4;-19.99;0.27;13.37
1183.0;1.72;0.1902;64.58;29.58;344.75;-0.55;0.0;13.84
1184.0;1.24;-0.1059;64.6;29.02;344.5;-13.74;0.15;13.84
1185.0;0.33;-0.2764;64.74;29.61;342.83;-18.38;0.0;13.54
1186.0;0.89;0.0898;64.5;29.51;342.61;-4.8;0.05;13.82
1187.0;1.22;0.1194;64.58;29.81;344.39;-5.77;0.118;13.99
1188.0;1.3;0.0667;64.5;29.81;346.57;-3.04;0.306;13.82
1189.0;0.78;-0.1456;64.51;29.66;344.93;-6.24;0.207;14.15
1190.0;1.73;0.1835;64.55;29.78;342.23;-11.86;0.292;13.26
1191.0;1.35;-0.0748;64.65;29.49;340.77;-0.02;0.096;13.59
1192.0;0.54;-0.2917;64.68;29.61;345.46;-17.97;0.265;14.17
1193.0;1.1;0.1666;64.57;29.6;344.22;-5.21;0.021;14.03
1194.0;1.76;0.1492;64.49;29.43;345.55;-7.19;0.254;13.94
1195.0;1.74;-0.0537;64.71;29.6;343.58;-9.23;0.212;14.11
1196.0;0.0;-0.5002;64.48;29.96;344.58;-15.41;0.258;13.32
1197.0;0.0;-0.0073;64.46;29.6;345.15;1.45;0.132;14.0
1198.0;1.34;0.347;64.36;30.01;343.38;-2.91;0.206;14.07
1199.0;0.0;-0.3492;64.61;29.68;343.92;-18.3;0.402;13.64
